26.096,49.689,-0
26.143,49.777,-0
26.189,49.866,-0
26.236,49.954,-0
26.282,50.043,-0
26.329,50.131,-0
26.375,50.219,-0
26.421,50.309,-0
26.467,50.397,-0
26.514,50.486,-0
26.56,50.574,-0
26.607,50.663,-0
26.653,50.751,-0
26.7,50.84,-0
26.746,50.928,-0
26.793,51.017,-0
26.839,51.106,-0
26.886,51.195,-0
26.932,51.283,-0
26.979,51.371,-0
27.025,51.46,-0
27.071,51.548,-0
27.118,51.636,-0
27.165,51.725,-0
27.211,51.813,-0
27.258,51.903,-0
27.304,51.991,-0
27.351,52.079,-0
27.399,52.167,-0
27.445,52.256,-0
27.491,52.345,-0
27.537,52.433,-0
27.583,52.522,-0
27.629,52.611,-0
27.674,52.699,-0
27.72,52.789,-0
27.766,52.878,-0
27.812,52.967,-0
27.858,53.055,-0
27.904,53.144,-0
27.95,53.233,-0
27.997,53.321,-0
28.043,53.41,-0
28.089,53.498,-0
28.136,53.588,-0
28.182,53.676,-0
28.229,53.764,-0
28.274,53.853,-0
28.321,53.941,-0
28.367,54.03,-0
28.414,54.118,-0
28.46,54.207,-0
28.507,54.295,-0
28.553,54.384,-0
28.6,54.473,-0
28.647,54.561,-0
28.694,54.649,-0
28.742,54.737,-0
28.789,54.825,-0
28.836,54.913,-0
28.884,55.001,-0
28.929,55.09,-0
28.973,55.18,-0
29.017,55.27,-0
29.062,55.36,-0
29.106,55.449,-0
29.151,55.538,-0
29.198,55.627,-0
29.244,55.715,-0
29.29,55.804,-0
29.337,55.892,-0
29.383,55.981,-0
29.429,56.069,-0
29.475,56.159,-0
29.522,56.247,-0
29.568,56.336,-0
29.615,56.424,-0
29.661,56.513,-0
29.708,56.601,-0
29.754,56.69,-0
29.801,56.778,-0
29.847,56.866,-0
29.895,56.955,-0
29.943,57.043,-0
29.991,57.131,-0
30.038,57.218,-0
30.086,57.306,-0
30.133,57.394,-0
30.18,57.482,-0
30.227,57.571,-0
30.274,57.659,-0
30.322,57.747,-0
30.369,57.835,-0
30.416,57.923,-0
30.463,58.011,-0
30.509,58.1,-0
30.556,58.188,-0
30.602,58.277,-0
30.649,58.366,-0
30.695,58.455,-0
30.742,58.543,-0
30.787,58.632,-0
30.834,58.72,-0
30.88,58.809,-0
30.927,58.897,-0
30.973,58.986,-0
31.02,59.074,-0
31.066,59.164,-0
31.113,59.252,-0
31.157,59.342,-0
31.201,59.431,-0
31.245,59.521,-0
31.289,59.611,-0
31.333,59.7,-0
31.379,59.789,-0
31.426,59.877,-0
31.474,59.965,-0
31.522,60.052,-0
31.569,60.141,-0
31.617,60.229,-0
31.665,60.317,-0
31.713,60.404,-0
31.76,60.492,-0
31.808,60.58,-0
31.856,60.668,-0
31.902,60.757,-0
31.949,60.846,-0
31.995,60.934,-0
32.041,61.023,-0
32.087,61.111,-0
32.134,61.2,-0
32.18,61.288,-0
32.226,61.377,-0
32.273,61.465,-0
32.319,61.554,-0
32.366,61.643,-0
32.412,61.731,-0
32.459,61.82,-0
32.505,61.908,-0
32.552,61.997,-0
32.597,62.086,-0
32.642,62.175,-0
32.687,62.264,-0
32.732,62.353,-0
32.778,62.442,-0
32.823,62.532,-0
32.869,62.621,-0
32.914,62.71,-0
32.96,62.799,-0
33.006,62.888,-0
33.053,62.976,-0
33.1,63.064,-0
33.146,63.152,-0
33.192,63.241,-0
33.239,63.33,-0
33.286,63.418,-0
33.332,63.507,-0
33.379,63.595,-0
33.425,63.684,-0
33.471,63.772,-0
33.518,63.861,-0
33.564,63.949,-0
33.611,64.038,-0
33.657,64.127,-0
33.704,64.216,-0
33.75,64.304,-0
33.797,64.393,-0
33.842,64.481,-0
33.889,64.57,-0
33.935,64.658,-0
33.981,64.747,-0
34.027,64.835,-0
34.073,64.924,-0
34.119,65.014,-0
34.166,65.102,-0
34.213,65.19,-0
34.26,65.278,-0
34.307,65.366,-0
34.355,65.455,-0
34.402,65.543,-0
34.448,65.631,-0
34.495,65.72,-0
34.542,65.808,-0
34.589,65.896,-0
34.636,65.985,-0
34.682,66.073,-0
34.729,66.161,-0
34.775,66.25,-0
34.822,66.338,-0
34.868,66.427,-0
34.914,66.516,-0
34.961,66.605,-0
35.007,66.693,-0
35.054,66.782,-0
35.099,66.87,-0
35.146,66.959,-0
35.192,67.047,-0
35.239,67.136,-0
35.285,67.224,-0
35.331,67.314,-0
35.377,67.402,-0
35.423,67.491,-0
35.469,67.58,-0
35.515,67.669,-0
35.561,67.757,-0
35.607,67.846,-0
35.653,67.935,-0
35.698,68.023,-0
35.744,68.112,-0
35.79,68.201,-0
35.835,68.291,-0
35.88,68.381,-0
35.926,68.47,-0
35.971,68.559,-0
36.016,68.648,-0
36.063,68.736,-0
36.109,68.825,-0
36.156,68.913,-0
36.202,69.002,-0
36.248,69.09,-0
36.294,69.18,-0
36.341,69.268,-0
36.387,69.357,-0
36.434,69.445,-0
36.48,69.534,-0
36.526,69.622,-0
36.573,69.71,-0
36.619,69.799,-0
36.666,69.887,-0
36.712,69.977,-0
36.76,70.065,-0
36.808,70.152,-0
36.855,70.24,-0
36.902,70.328,-0
36.95,70.416,-0
36.998,70.503,-0
37.045,70.591,-0
37.093,70.68,-0.001
37.141,70.768,-0.001
37.187,70.857,-0.001
37.231,70.946,-0.001
37.276,71.036,-0.001
37.32,71.125,-0.001
37.368,71.213,-0.001
37.415,71.301,-0.001
37.462,71.389,-0.001
37.509,71.478,-0.001
37.555,71.567,-0.001
37.601,71.655,-0.001
37.647,71.744,-0.001
37.694,71.832,-0.001
37.74,71.921,-0.001
37.787,72.009,-0.001
37.833,72.098,-0.001
37.879,72.186,-0.001
37.926,72.276,-0.001
37.972,72.364,-0.001
38.019,72.453,-0.001
38.065,72.541,-0.001
38.112,72.63,-0.001
38.157,72.718,-0.001
38.204,72.807,-0.001
38.25,72.895,-0.001
38.297,72.983,-0.001
38.343,73.073,-0.001
38.39,73.161,-0.001
38.437,73.249,-0.001
38.483,73.338,-0.001
38.53,73.426,-0.001
38.576,73.515,-0.001
38.623,73.603,-0.001
38.67,73.692,-0.001
38.716,73.78,-0.001
38.763,73.869,-0.001
38.808,73.958,-0.001
38.855,74.046,-0.001
38.901,74.135,-0.001
38.948,74.223,-0.001
38.994,74.312,-0.001
39.041,74.4,-0.001
39.087,74.489,-0.001
39.134,74.577,-0.001
39.18,74.667,-0.001
39.227,74.755,-0.001
39.273,74.843,-0.001
39.32,74.932,-0.001
39.366,75.02,-0.001
39.411,75.109,-0.001
39.458,75.197,-0.001
39.504,75.286,-0.001
39.551,75.374,-0.001
39.599,75.463,-0.001
39.647,75.55,-0.001
39.695,75.638,-0.001
39.741,75.727,-0.001
39.786,75.816,-0.001
39.832,75.905,-0.001
39.877,75.994,-0.001
39.923,76.083,-0.001
39.968,76.172,-0.001
40.012,76.261,-0.001
40.058,76.351,-0.001
40.103,76.44,-0.001
40.15,76.529,-0.001
40.196,76.617,-0.001
40.243,76.706,-0.001
40.289,76.794,-0.001
40.336,76.883,-0.001
40.382,76.971,-0.001
40.428,77.06,-0.001
40.475,77.148,-0.001
40.521,77.238,-0.001
40.568,77.326,-0.001
40.613,77.415,-0.001
40.659,77.503,-0.001
40.706,77.592,-0.001
40.752,77.68,-0.001
40.8,77.768,-0.001
40.848,77.855,-0.001
40.896,77.944,-0.001
40.944,78.031,-0.001
40.992,78.119,-0.001
41.04,78.207,-0.001
41.087,78.295,-0.001
41.134,78.383,-0.001
41.181,78.471,-0.001
41.227,78.56,-0.001
41.273,78.65,-0.001
41.317,78.739,-0.001
41.363,78.828,-0.001
41.409,78.917,-0.001
41.454,79.006,-0.001
41.5,79.094,-0.001
41.546,79.183,-0.001
41.592,79.272,-0.001
41.638,79.361,-0.001
41.684,79.449,-0.001
41.73,79.538,-0.001
41.776,79.628,-0.001
41.822,79.717,-0.001
41.867,79.805,-0.001
41.913,79.894,-0.001
41.959,79.983,-0.001
42.005,80.072,-0.001
42.052,80.16,-0.001
42.099,80.248,-0.001
42.146,80.336,-0.001
42.192,80.425,-0.001
42.239,80.514,-0.001
42.286,80.602,-0.001
42.332,80.691,-0.001
42.378,80.779,-0.001
42.423,80.869,-0.001
42.467,80.958,-0.001
42.512,81.047,-0.001
42.557,81.137,-0.001
42.602,81.226,-0.001
42.647,81.315,-0.001
42.694,81.404,-0.001
42.742,81.492,-0.001
42.789,81.58,-0.001
42.837,81.668,-0.001
42.885,81.755,-0.001
42.932,81.843,-0.001
42.98,81.931,-0.001
43.028,82.02,-0.001
43.075,82.108,-0.001
43.122,82.195,-0.001
43.17,82.283,-0.001
43.217,82.371,-0.001
43.265,82.459,-0.001
43.312,82.547,-0.001
43.359,82.635,-0.001
43.407,82.724,-0.001
43.454,82.812,-0.001
43.502,82.899,-0.001
43.551,82.987,-0.001
43.599,83.074,-0.001
43.647,83.162,-0.001
43.695,83.249,-0.001
43.743,83.338,-0.001
43.791,83.426,-0.001
43.838,83.514,-0.001
43.886,83.601,-0.001
43.933,83.689,-0.001
43.98,83.777,-0.001
44.028,83.865,-0.001
44.076,83.953,-0.001
44.123,84.041,-0.001
44.171,84.129,-0.001
44.219,84.217,-0.001
44.266,84.305,-0.001
44.313,84.393,-0.001
44.36,84.481,-0.001
44.406,84.57,-0.001
44.453,84.659,-0.001
44.5,84.747,-0.001
44.546,84.836,-0.001
44.592,84.925,-0.001
44.636,85.014,-0.001
44.681,85.103,-0.001
44.726,85.192,-0.001
44.775,85.28,-0.001
44.826,85.365,-0.001
44.878,85.452,-0.001
44.929,85.537,-0.001
44.98,85.623,-0.001
45.032,85.708,-0.001
45.083,85.795,-0.001
45.135,85.88,-0.001
45.185,85.966,-0.001
45.233,86.054,-0.001
45.281,86.142,-0.001
45.328,86.23,-0.001
45.376,86.319,-0.001
45.423,86.406,-0.001
45.471,86.494,-0.001
45.518,86.583,-0.001
45.564,86.671,-0.001
45.61,86.76,-0.001
45.655,86.848,-0.001
45.702,86.937,-0.001
45.748,87.027,-0.001
45.794,87.115,-0.001
45.84,87.204,-0.001
45.887,87.292,-0.001
45.933,87.381,-0.001
45.979,87.47,-0.001
46.025,87.558,-0.001
46.071,87.647,-0.001
46.118,87.735,-0.001
46.166,87.823,-0.001
46.213,87.912,-0.001
46.268,87.995,-0.001
46.323,88.079,-0.001
46.377,88.163,-0.001
46.432,88.246,-0.001
46.487,88.33,-0.001
46.541,88.413,-0.001
46.596,88.498,-0.001
46.65,88.581,-0.001
46.705,88.665,-0.001
46.76,88.749,-0.001
46.814,88.832,-0.001
46.869,88.916,-0.001
46.924,89,-0.001
46.978,89.084,-0.001
47.033,89.167,-0.001
47.087,89.251,-0.001
47.142,89.335,-0.001
47.197,89.418,-0.001
47.251,89.502,-0.001
47.306,89.586,-0.001
47.361,89.67,-0.001
47.415,89.753,-0.001
47.47,89.838,-0.001
47.526,89.921,-0.001
47.58,90.004,-0.001
47.635,90.088,-0.001
47.689,90.172,-0.001
47.744,90.256,-0.001
47.799,90.339,-0.001
47.853,90.423,-0.001
47.908,90.507,-0.001
47.963,90.59,-0.001
48.017,90.675,-0.001
48.072,90.758,-0.001
48.126,90.842,-0.001
48.191,90.918,-0.001
48.255,90.994,-0.001
48.321,91.071,-0.001
48.385,91.147,-0.001
48.449,91.223,-0.001
48.518,91.296,-0.001
48.588,91.367,-0.001
48.657,91.44,-0.001
48.726,91.511,-0.001
48.796,91.583,-0.001
48.868,91.654,-0.001
48.939,91.724,-0.001
49.011,91.793,-0.001
49.082,91.864,-0.001
49.153,91.934,-0.001
49.226,92.002,-0.001
49.298,92.071,-0.001
49.371,92.14,-0.001
49.443,92.208,-0.001
49.516,92.277,-0.001
49.594,92.34,-0.001
49.673,92.402,-0.001
49.751,92.464,-0.001
49.83,92.526,-0.001
49.908,92.587,-0.001
49.989,92.646,-0.001
50.07,92.705,-0.001
50.151,92.764,-0.001
50.232,92.822,-0.001
50.312,92.881,-0.001
50.395,92.938,-0.001
50.477,92.995,-0.001
50.559,93.052,-0.001
50.641,93.109,-0.001
50.724,93.166,-0.001
50.807,93.222,-0.001
50.889,93.278,-0.001
50.972,93.334,-0.001
51.055,93.39,-0.001
51.138,93.446,-0.001
51.221,93.502,-0.001
51.304,93.558,-0.001
51.387,93.612,-0.001
51.47,93.668,-0.001
51.554,93.723,-0.001
51.637,93.779,-0.001
51.72,93.834,-0.001
51.803,93.89,-0.001
51.887,93.945,-0.001
51.97,94,-0.001
52.059,94.045,-0.001
52.149,94.091,-0.001
52.238,94.135,-0.001
52.327,94.18,-0.001
52.417,94.224,-0.001
52.509,94.263,-0.001
52.601,94.302,-0.001
52.694,94.341,-0.001
52.786,94.381,-0.001
52.878,94.419,-0.001
52.971,94.455,-0.001
53.064,94.492,-0.001
53.157,94.528,-0.001
53.25,94.565,-0.001
53.344,94.601,-0.001
53.437,94.636,-0.001
53.531,94.671,-0.001
53.624,94.706,-0.001
53.718,94.742,-0.001
53.812,94.776,-0.001
53.91,94.792,-0.001
54.009,94.807,-0.001
54.107,94.824,-0.001
54.206,94.839,-0.001
54.305,94.855,-0.001
54.405,94.862,-0.001
54.505,94.868,-0.001
54.604,94.873,-0.001
54.704,94.88,-0.001
54.804,94.886,-0.001
54.904,94.887,-0.001
55.004,94.889,-0.001
55.104,94.89,-0.001
55.204,94.892,-0.001
55.304,94.893,-0.001
55.404,94.892,-0.001
55.504,94.892,-0.001
55.604,94.89,-0.001
55.704,94.889,-0.001
55.804,94.889,-0.001
55.904,94.883,-0.001
56.004,94.878,-0.001
56.104,94.873,-0.001
56.204,94.868,-0.001
56.303,94.862,-0.001
56.403,94.855,-0.001
56.502,94.848,-0.001
56.603,94.841,-0.001
56.703,94.834,-0.001
56.802,94.827,-0.001
56.902,94.818,-0.001
57.001,94.811,-0.001
57.101,94.802,-0.001
57.201,94.794,-0.001
57.3,94.786,-0.001
57.4,94.777,-0.001
57.499,94.769,-0.001
57.599,94.76,-0.001
57.699,94.751,-0.001
57.798,94.743,-0.001
57.898,94.734,-0.001
57.998,94.725,-0.001
58.097,94.717,-0.001
58.197,94.708,-0.001
58.296,94.699,-0.001
58.396,94.691,-0.001
58.496,94.681,-0.001
58.585,94.636,-0.001
58.674,94.591,-0.001
58.763,94.546,-0.001
58.853,94.501,-0.001
58.942,94.455,-0.001
59.031,94.41,-0.001
59.12,94.366,-0.001
59.209,94.321,-0.001
59.299,94.276,-0.001
59.388,94.231,-0.001
59.478,94.186,-0.001
59.567,94.14,-0.001
59.656,94.095,-0.001
59.746,94.05,-0.001
59.835,94.005,-0.001
59.924,93.96,-0.001
60.013,93.915,-0.001
60.102,93.871,-0.001
60.192,93.826,-0.001
60.281,93.78,-0.001
60.37,93.735,-0.001
60.459,93.69,-0.001
60.548,93.645,-0.001
60.639,93.6,-0.001
60.728,93.555,-0.001
60.817,93.51,-0.001
60.906,93.465,-0.001
60.995,93.42,-0.001
61.085,93.375,-0.001
61.174,93.33,-0.001
61.263,93.285,-0.001
61.352,93.24,-0.001
61.441,93.195,-0.001
61.53,93.15,-0.001
61.62,93.104,-0.001
61.709,93.059,-0.001
61.799,93.014,-0.001
61.888,92.969,-0.001
61.977,92.925,-0.001
62.067,92.88,-0.001
62.156,92.835,-0.001
62.245,92.79,-0.001
62.334,92.745,-0.001
62.424,92.699,-0.001
62.513,92.654,-0.001
62.602,92.609,-0.001
62.691,92.564,-0.001
62.78,92.519,-0.001
62.87,92.474,-0.001
62.96,92.43,-0.001
63.049,92.385,-0.001
63.138,92.34,-0.001
63.227,92.294,-0.001
63.317,92.249,-0.001
63.406,92.204,-0.001
63.495,92.159,-0.001
63.584,92.114,-0.001
63.673,92.068,-0.001
63.762,92.022,-0.001
63.85,91.976,-0.001
63.939,91.929,-0.001
64.028,91.884,-0.001
64.117,91.838,-0.001
64.206,91.792,-0.001
64.294,91.745,-0.001
64.383,91.699,-0.001
64.471,91.653,-0.001
64.56,91.606,-0.001
64.648,91.56,-0.001
64.737,91.514,-0.001
64.827,91.468,-0.001
64.915,91.421,-0.001
65.004,91.375,-0.001
65.092,91.329,-0.001
65.181,91.283,-0.001
65.269,91.237,-0.001
65.358,91.191,-0.001
65.447,91.145,-0.001
65.535,91.098,-0.001
65.624,91.052,-0.001
65.713,91.006,-0.001
65.802,90.959,-0.001
65.89,90.913,-0.001
65.979,90.867,-0.001
66.068,90.821,-0.001
66.156,90.774,-0.001
66.245,90.729,-0.001
66.333,90.682,-0.001
66.421,90.636,-0.001
66.511,90.589,-0.001
66.599,90.543,-0.001
66.688,90.496,-0.001
66.776,90.45,-0.001
66.865,90.403,-0.001
66.953,90.356,-0.001
67.041,90.31,-0.001
67.13,90.263,-0.001
67.218,90.217,-0.001
67.308,90.17,-0.001
67.396,90.124,-0.001
