13.5316,1100.05
13.5318,1100.05
13.5319,1100.05
13.5321,1100.05
13.5321,1100.05
13.5323,1100.05
13.5324,1100.05
13.5325,1100.05
13.5326,1100.05
13.5328,1100.05
13.5329,1100.05
13.533,1100.05
13.5332,1100.05
13.5333,1100.05
13.5336,1100.05
13.5336,1100.05
13.5337,1100.05
13.5338,1100.05
13.534,1100.06
13.5341,1100.06
13.5343,1100.06
13.5343,1100.06
13.5344,1100.06
13.5347,1100.06
13.5348,1100.06
13.535,1100.06
13.535,1100.06
13.5351,1100.06
13.5353,1100.06
13.5354,1100.06
13.5355,1100.06
13.5358,1100.06
13.5358,1100.06
13.5359,1100.06
13.5361,1100.06
13.5363,1100.06
13.5365,1100.06
13.5365,1100.06
13.5367,1100.06
13.5368,1100.06
13.5369,1100.06
13.5372,1100.06
13.5373,1100.06
13.5374,1100.06
13.5375,1100.06
13.5376,1100.06
13.538,1100.06
13.538,1100.06
13.5381,1100.06
13.5383,1100.06
13.5384,1100.06
13.5387,1100.06
13.5387,1100.06
13.5388,1100.06
13.539,1100.06
13.5391,1100.06
13.5393,1100.06
13.5394,1100.06
13.5395,1100.07
13.5397,1100.07
13.5398,1100.07
13.5401,1100.07
13.5401,1100.07
13.5403,1100.07
13.5404,1100.07
13.5405,1100.07
13.5425,1100.07
13.5436,1100.07
13.5457,1100.08
13.5498,1100.08
13.5538,1100.09
13.5589,1100.1
13.5718,1100.12
13.5764,1100.13
13.5833,1100.14
13.6005,1100.17
13.6111,1100.19
13.64,1100.24
13.64,1100.24
13.6623,1100.28
13.6751,1100.3
13.688,1100.32
13.7178,1100.37
13.7281,1100.39
13.743,1100.42
13.7799,1100.48
13.7986,1100.51
13.8441,1100.59
13.8441,1100.59
13.8748,1100.64
13.9024,1100.69
13.9256,1100.73
13.9489,1100.77
14.0041,1100.87
14.0201,1100.89
14.0466,1100.94
14.0752,1100.99
14.1301,1101.08
14.2003,1101.21
14.2003,1101.21
14.2451,1101.28
14.2801,1101.34
14.3155,1101.4
14.3484,1101.46
14.4241,1101.59
14.444,1101.63
14.4753,1101.68
14.5463,1101.8
14.5819,1101.86
14.6603,1102
14.6603,1102
14.7085,1102.08
14.7491,1102.15
14.7857,1102.22
14.8196,1102.27
14.8974,1102.41
14.9176,1102.44
14.949,1102.5
14.9864,1102.56
15.0534,1102.68
15.1397,1102.83
15.1397,1102.83
15.1856,1102.91
15.2297,1102.98
15.2613,1103.04
15.3348,1103.16
15.3548,1103.2
15.3927,1103.26
15.4302,1103.33
15.5029,1103.45
15.6098,1103.64
15.6098,1103.64
15.6642,1103.73
15.7119,1103.81
15.7671,1103.91
15.8609,1104.07
15.8898,1104.12
15.9291,1104.19
15.9716,1104.26
16.0296,1104.36
16.1559,1104.58
16.1655,1104.59
16.2252,1104.7
16.2837,1104.8
16.3328,1104.88
16.3766,1104.96
16.4941,1105.16
16.5385,1105.24
16.5732,1105.3
16.6249,1105.39
16.6872,1105.49
16.8588,1105.79
16.8588,1105.79
16.9352,1105.92
17.0034,1106.04
17.0615,1106.14
17.1137,1106.23
17.247,1106.46
17.2789,1106.51
17.3396,1106.62
17.3979,1106.72
17.5075,1106.91
17.6601,1107.17
17.6601,1107.17
17.7527,1107.33
17.8177,1107.44
17.8835,1107.55
18.0219,1107.79
18.0549,1107.85
18.1158,1107.95
18.193,1108.08
18.2473,1108.18
18.448,1108.52
18.448,1108.52
18.5288,1108.66
18.608,1108.8
18.6735,1108.91
18.8606,1109.23
18.8606,1109.23
18.9638,1109.41
19.0196,1109.51
19.0958,1109.64
19.155,1109.74
19.3083,1110
19.3505,1110.07
19.4036,1110.17
19.4917,1110.32
19.6191,1110.54
19.7618,1110.78
19.7618,1110.78
19.8539,1110.94
19.9267,1111.06
20.0052,1111.2
20.0711,1111.31
20.2193,1111.57
20.2522,1111.62
20.3099,1111.72
20.3913,1111.86
20.5223,1112.09
20.6883,1112.37
20.6883,1112.37
20.7828,1112.53
20.8624,1112.67
20.9308,1112.79
21.0841,1113.05
21.1344,1113.14
21.1801,1113.22
21.2667,1113.37
21.3255,1113.47
21.5381,1113.83
21.5381,1113.83
21.6577,1114.04
21.7215,1114.15
21.7824,1114.25
21.8611,1114.39
22.0106,1114.64
22.0604,1114.73
22.1255,1114.84
22.1928,1114.96
22.3229,1115.18
22.4853,1115.46
22.4853,1115.46
22.5812,1115.63
22.6596,1115.76
22.7386,1115.9
22.8043,1116.01
22.9699,1116.29
23.027,1116.39
23.0824,1116.49
23.1439,1116.59
23.2182,1116.72
23.4394,1117.1
23.4394,1117.1
23.5359,1117.27
23.6203,1117.41
23.6872,1117.53
23.7568,1117.65
23.911,1117.91
23.9408,1117.96
24.0235,1118.1
24.0875,1118.21
24.2104,1118.43
24.3851,1118.73
24.3851,1118.73
24.4839,1118.9
24.5554,1119.02
24.6318,1119.15
24.8186,1119.47
24.8186,1119.47
24.9238,1119.65
25.0051,1119.79
25.0665,1119.9
25.2498,1120.21
25.2903,1120.28
25.3713,1120.42
25.444,1120.55
25.5011,1120.64
25.5879,1120.79
25.743,1121.06
25.7891,1121.14
25.8499,1121.24
25.9308,1121.38
26.0589,1121.61
26.2375,1121.92
26.2375,1121.92
26.3317,1122.09
26.4173,1122.25
26.4795,1122.36
26.6337,1122.65
26.675,1122.73
26.7413,1122.85
26.8074,1122.98
26.9191,1123.19
27.0897,1123.52
27.0897,1123.52
27.1743,1123.68
27.2446,1123.82
27.3372,1124
27.4841,1124.28
27.5319,1124.37
27.59,1124.48
27.668,1124.63
27.74,1124.77
27.8111,1124.91
27.9577,1125.19
28.0017,1125.27
28.0623,1125.39
28.1415,1125.54
28.2799,1125.8
28.4529,1126.13
28.4529,1126.13
28.5469,1126.31
28.637,1126.48
28.7161,1126.63
28.7965,1126.79
28.9605,1127.1
29.0179,1127.21
29.0826,1127.33
29.1483,1127.46
29.2149,1127.58
29.4358,1128.01
29.4358,1128.01
29.5337,1128.19
29.6238,1128.37
29.6961,1128.5
29.7633,1128.63
29.8981,1128.89
29.9248,1128.94
30.0783,1129.24
30.16,1129.39
30.2329,1129.53
30.4045,1129.86
30.4045,1129.86
30.5136,1130.07
